index,schema_version,standard_version,auditor_version,generated_at,run_id,repo_id,repo_remote,branch,commit,dirty_worktree,scope,changed_paths,score,raw_score,finding_count,hard_findings,soft_findings,decision,minimum_score,caps_applied,report_fingerprint,input_fingerprint,policy_fingerprint,repo_score_json_path,repo_score_md_path
33,1.1.0,0.8.0,0.8.0,1778031911,1778031911,sha256:086a0c7f77c9cbd454b561c5defc0bcca5696900dba90cd55b888ab51cee7471,git@github.com:jeppsontaylor/Jankurai.git,main,5e0d3c5,true,full,[],100,100,0,0,0,pass,85,[],sha256:1f752a945805a0a38530533b97b19058e58b6a198a0551219994c907e9b59a6f,sha256:b51f06f6cde4de2d474d9673b45f4032f38c102870c55cf07ae88ee47ca686d3,sha256:6f29d419b6e365bc6a60460019d7d3390a1baea96be55cab65b6efd3da53dfb3,agent/repo-score.json,agent/repo-score.md
34,1.1.0,0.8.0,0.8.8,1778033636,1778033636,sha256:086a0c7f77c9cbd454b561c5defc0bcca5696900dba90cd55b888ab51cee7471,git@github.com:jeppsontaylor/Jankurai.git,main,86a5b59,true,full,[],100,100,0,0,0,pass,85,[],sha256:b6a4a54ff69d587a1614a9bbaf8d4b2fa68f10432538423d32280ffc4f329ce5,sha256:587255b6c38cf7d972dd9aa477e3a618b479750fc7842175f3d8e424c5acd3e4,sha256:c6aef49100826dbb4157563eba8527713e640b2c4be21a1fc6eb55e842b7a149,agent/repo-score.json,agent/repo-score.md
35,1.1.0,0.8.0,0.8.9,1778036699,1778036699,sha256:086a0c7f77c9cbd454b561c5defc0bcca5696900dba90cd55b888ab51cee7471,git@github.com:jeppsontaylor/Jankurai.git,main,f30a253,true,full,[],100,100,0,0,0,pass,85,[],sha256:f6ba0fd116f2091f56fa3642765411852d2ace86cd6b30735f75f4702f45ccd3,sha256:8db261be18415cafd9f8659c7ba410f72ec9280661288289fb7c653cee503c36,sha256:4cada2563bc061cb649c364949b0bb3e2460a6702c088681bc2eb6a31f9b482a,agent/repo-score.json,agent/repo-score.md
36,1.1.0,0.8.0,0.8.10,1778046101,1778046101,sha256:086a0c7f77c9cbd454b561c5defc0bcca5696900dba90cd55b888ab51cee7471,git@github.com:jeppsontaylor/Jankurai.git,main,20acd9e,true,full,[],97,97,0,0,0,pass,85,[],sha256:3f0405847e116954f4f75dfab1c7f66828db62638b2eb826168a56e85070dfbc,sha256:d720ccf52ddcef319f2faad5f9acd4f024afb338bc7cfbc588638d77046ad598,sha256:ea0d1adf78581893bc9ac5e6000c772558e7df75499b80a04c26a8a9fccdcb03,agent/repo-score.json,agent/repo-score.md
37,1.1.0,0.8.0,0.8.10,1778047626,1778047626,sha256:086a0c7f77c9cbd454b561c5defc0bcca5696900dba90cd55b888ab51cee7471,git@github.com:jeppsontaylor/Jankurai.git,main,92a903a,true,full,[],97,97,0,0,0,pass,85,[],sha256:b216cca3b938fea66bd42f84d18e0d5dc4f8a709286bcb7d645283d277ecd958,sha256:3b52785cfd4848a8f71f9ed486f544f78bf4fa866b74b16310b62558571ccb3d,sha256:ea0d1adf78581893bc9ac5e6000c772558e7df75499b80a04c26a8a9fccdcb03,agent/repo-score.json,agent/repo-score.md
38,1.1.0,0.8.0,0.8.11,1778075247,1778075247,sha256:086a0c7f77c9cbd454b561c5defc0bcca5696900dba90cd55b888ab51cee7471,git@github.com:jeppsontaylor/Jankurai.git,main,a81bec5,true,full,[],97,97,0,0,0,pass,85,[],sha256:063479591824d0b82370034663c7dab9c5bd09addea2b8d52f92106081392349,sha256:269398d974b19414e8453cb849bf4f6b2b04dabe8ce456966376300452a1e3eb,sha256:ea0d1adf78581893bc9ac5e6000c772558e7df75499b80a04c26a8a9fccdcb03,agent/repo-score.json,agent/repo-score.md
39,1.1.0,0.8.0,0.8.11,1778085866,1778085866,sha256:086a0c7f77c9cbd454b561c5defc0bcca5696900dba90cd55b888ab51cee7471,git@github.com:jeppsontaylor/Jankurai.git,release/v0.8.11-web-security-audit,cf7d7d7,false,full,[],97,97,0,0,0,pass,85,[],sha256:eaa7dbd192750edfd11fb907d00858d0374dea3f0848fa209160bea7ef57522e,sha256:d69b2f94f0e3989f752cb7edb6727ec3a1f97608f0df542711c14b87fb8e4e37,sha256:b611c60891bbe909864e3b18682f34d172a019c1edfa1599619c60af97e13c76,agent/repo-score.json,agent/repo-score.md
40,1.1.0,0.8.0,0.8.12,1778138023,1778138023,sha256:086a0c7f77c9cbd454b561c5defc0bcca5696900dba90cd55b888ab51cee7471,git@github.com:jeppsontaylor/Jankurai.git,main,4921c3f,false,full,[],97,97,0,0,0,pass,85,[],sha256:7e6c2a3c2ca17a0ca6d546596a1811b9cb1149ce47d8d804c77e0b003f3d3244,sha256:e53169c626603fabd0b57e931c1c83c16ebde8039c94e87fb81b517dfb39d2b7,sha256:36c2753d90e966e32cbff49ba07ee5a4c562a4957aa418e99fe1dd0bb262d363,agent/repo-score.json,agent/repo-score.md
41,1.1.0,0.8.0,0.8.12,1778138188,1778138188,sha256:086a0c7f77c9cbd454b561c5defc0bcca5696900dba90cd55b888ab51cee7471,git@github.com:jeppsontaylor/Jankurai.git,main,9bad3bf,false,full,[],97,97,0,0,0,pass,85,[],sha256:a05f476190809c8e8672f9e64223bbe35b40ecfdeba1d954bcce41dc51fc3a4d,sha256:b75f8d3b0187a4b2d22f4a37f8259791c6ac7bec16b7af1f1a0ead6508a9f4ff,sha256:36c2753d90e966e32cbff49ba07ee5a4c562a4957aa418e99fe1dd0bb262d363,agent/repo-score.json,agent/repo-score.md
42,1.1.0,0.8.0,0.8.13,1778366433,1778366433,sha256:086a0c7f77c9cbd454b561c5defc0bcca5696900dba90cd55b888ab51cee7471,git@github.com:jeppsontaylor/Jankurai.git,main,0821499,true,full,[],97,97,0,0,0,pass,85,[],sha256:37f9b356589daa2c06150b6d9761f804b141325c05e4903c98f583b5a1fbe77f,sha256:41848b45303d07f06987857622dcbb152cf1685aeb09678d60d47eea513a12b0,sha256:7b54f060612f0ec4f61a99d788101ed6cc8857fcb14731e2f6c43593ed3ff5ed,agent/repo-score.json,agent/repo-score.md
43,1.1.0,0.8.0,0.8.14,1778369802,1778369802,sha256:086a0c7f77c9cbd454b561c5defc0bcca5696900dba90cd55b888ab51cee7471,git@github.com:jeppsontaylor/Jankurai.git,main,33ac31d,true,full,[],97,97,0,0,0,pass,85,[],sha256:a674265c71bb7e3cb70cf2088c47c6738cee22a234e544506d5ba830b1a69d43,sha256:4bc923a9d0c4c90294b0b0db5be5f91df853ea3ef6ea2b059cee77ed0db2fd77,sha256:7b54f060612f0ec4f61a99d788101ed6cc8857fcb14731e2f6c43593ed3ff5ed,agent/repo-score.json,agent/repo-score.md
44,1.1.0,0.8.0,0.8.14,1778417034,1778417034,sha256:086a0c7f77c9cbd454b561c5defc0bcca5696900dba90cd55b888ab51cee7471,git@github.com:jeppsontaylor/Jankurai.git,main,07bf61b,true,full,[],97,97,0,0,0,pass,85,[],sha256:f0f65beb3796f540109c3bec6f4cafe6c61cb78729f8cea99402dd28a359c07f,sha256:32750a16e074303ad29a5845332ba4dbc126e25d556694e5212abb8a53e38546,sha256:7b54f060612f0ec4f61a99d788101ed6cc8857fcb14731e2f6c43593ed3ff5ed,agent/repo-score.json,agent/repo-score.md
45,1.1.0,0.8.0,0.8.16,1778497903,1778497903,sha256:086a0c7f77c9cbd454b561c5defc0bcca5696900dba90cd55b888ab51cee7471,git@github.com:jeppsontaylor/Jankurai.git,main,4ab699f,true,full,[],97,97,0,0,0,pass,85,[],sha256:9709cc07ce5d9a9b304192741824c479d557f9edf9119c7356b15c0ccc9e62a1,sha256:415bc5c78cbd3d9a484bf43105edac89ae2238f0249be03ea3a3ec2d4a272385,sha256:99f672377e117de068d7d00f0bfca6f39f397185b82aa0d4448bc1e1dab24153,agent/repo-score.json,agent/repo-score.md
46,1.1.0,0.8.0,0.8.16,1778504940,1778504940,sha256:086a0c7f77c9cbd454b561c5defc0bcca5696900dba90cd55b888ab51cee7471,git@github.com:jeppsontaylor/Jankurai.git,main,3bbb374,true,full,[],97,97,0,0,0,pass,85,[],sha256:e74a6046b0a5c68c5303f277b6c58708ed19c34e0b2aed1a6eca57d4e7a0b11d,sha256:df458843c7c3e95f6a503bbe0a41344a39d405f5944a52da0a0181ea20aea1cd,sha256:99f672377e117de068d7d00f0bfca6f39f397185b82aa0d4448bc1e1dab24153,agent/repo-score.json,agent/repo-score.md
47,1.1.0,0.8.0,0.8.16,1778517722,1778517722,sha256:086a0c7f77c9cbd454b561c5defc0bcca5696900dba90cd55b888ab51cee7471,git@github.com:jeppsontaylor/Jankurai.git,main,a3a1da0,true,full,[],78,97,2,2,0,fail,85,"[""agent-tool-supply-chain-gap""]",sha256:06bb54ded787bc200f2f2348507053ab33ff268dd84e05d25c5dbd43341d99b3,sha256:f3fe87984b853343310df41b6b6344890cb16ff80ab891df9879fa3610001899,sha256:99f672377e117de068d7d00f0bfca6f39f397185b82aa0d4448bc1e1dab24153,agent/repo-score.json,agent/repo-score.md
48,1.1.0,0.8.0,0.8.16,1778517833,1778517833,sha256:086a0c7f77c9cbd454b561c5defc0bcca5696900dba90cd55b888ab51cee7471,git@github.com:jeppsontaylor/Jankurai.git,main,a3a1da0,true,full,[],97,97,0,0,0,pass,85,[],sha256:4bc7aa35ef73b070240ed56e6fb47832f0b521fceb9ed9168b201fa1fabcb441,sha256:a7223b809e616348d7ce3b2f460b249070fbeacf3d884a9fef582f571943b9a1,sha256:99f672377e117de068d7d00f0bfca6f39f397185b82aa0d4448bc1e1dab24153,agent/repo-score.json,agent/repo-score.md
49,1.1.0,0.8.0,0.8.16,1778521479,1778521479,sha256:086a0c7f77c9cbd454b561c5defc0bcca5696900dba90cd55b888ab51cee7471,git@github.com:jeppsontaylor/Jankurai.git,main,a3a1da0,true,full,[],97,97,2,0,2,pass,85,[],sha256:d9f12019151ccaec5ac1248ab55c6f95a42748619a4cb77f7975bb9f8e39bf93,sha256:7e3597336a54ca71436bc60bd2e5fcf2790eb795c81a42bcadec62c4be6e0dee,sha256:99f672377e117de068d7d00f0bfca6f39f397185b82aa0d4448bc1e1dab24153,agent/repo-score.json,agent/repo-score.md
50,1.1.0,0.8.0,0.8.17,1778527321,1778527321,sha256:086a0c7f77c9cbd454b561c5defc0bcca5696900dba90cd55b888ab51cee7471,git@github.com:jeppsontaylor/Jankurai.git,main,e7b314c,true,full,[],97,97,2,0,2,pass,85,[],sha256:5d54ccfa9234095c64d0e38e91a5be63a237402ff93f54b482cff7f1f65de45f,sha256:d95b31e4b00967d0305f239d68c87ca68d843d8d453b2124c01c7d29974e6c07,sha256:99f672377e117de068d7d00f0bfca6f39f397185b82aa0d4448bc1e1dab24153,agent/repo-score.json,agent/repo-score.md
51,1.1.0,0.8.0,0.8.17,1778527405,1778527405,sha256:086a0c7f77c9cbd454b561c5defc0bcca5696900dba90cd55b888ab51cee7471,git@github.com:jeppsontaylor/Jankurai.git,main,e7b314c,true,full,[],97,97,0,0,0,pass,85,[],sha256:cb19cfcef9a707997d814f889f8a562bd5ba41228f86b02edad26342fb76af83,sha256:d0748a095d4e59e9bd1cab1f9c29f1afe6b70da4a6c26db724e089c34b8fd082,sha256:99f672377e117de068d7d00f0bfca6f39f397185b82aa0d4448bc1e1dab24153,agent/repo-score.json,agent/repo-score.md
52,1.1.0,0.8.0,1.1.0,1778588146,1778588146,sha256:086a0c7f77c9cbd454b561c5defc0bcca5696900dba90cd55b888ab51cee7471,git@github.com:jeppsontaylor/Jankurai.git,release/v1.0.0-ci-hardening,eb8ef18,true,full,[],78,95,1,1,0,fail,85,"[""agent-tool-supply-chain-gap""]",sha256:e8079240e466e827605a02db963a9d3592dd007db513d6e3a1a874de7d3eb724,sha256:5403be3ad358c013535d851d9dd6bd2aea9c22442ca9379a4f6e3dac9da2018d,sha256:99f672377e117de068d7d00f0bfca6f39f397185b82aa0d4448bc1e1dab24153,agent/repo-score.json,agent/repo-score.md
53,1.1.0,0.8.0,1.1.0,1778588224,1778588224,sha256:086a0c7f77c9cbd454b561c5defc0bcca5696900dba90cd55b888ab51cee7471,git@github.com:jeppsontaylor/Jankurai.git,release/v1.0.0-ci-hardening,eb8ef18,true,full,[],95,95,0,0,0,pass,85,[],sha256:2672358d48003f4a74b8468572a97087aa37a2452d3e7b9cf7e8bdb59189e3a5,sha256:62a9da861b6e4b4b3eaf644b02d6a55e00ff38f92ca884dee56ed1277a3fd374,sha256:99f672377e117de068d7d00f0bfca6f39f397185b82aa0d4448bc1e1dab24153,agent/repo-score.json,agent/repo-score.md
54,1.1.0,0.8.0,1.1.0,1778589226,1778589226,sha256:086a0c7f77c9cbd454b561c5defc0bcca5696900dba90cd55b888ab51cee7471,git@github.com:jeppsontaylor/Jankurai.git,release/v1.0.0-ci-hardening,94e0813,true,full,[],95,95,0,0,0,pass,85,[],sha256:541296d2e32852d340c0a2919c4a1d2ef30cae472e45d7999bd000b64051262a,sha256:20d4fae5003937080695b5a6ea5c08e187494b56eca181e2bf9b401544fe6d8c,sha256:99f672377e117de068d7d00f0bfca6f39f397185b82aa0d4448bc1e1dab24153,agent/repo-score.json,agent/repo-score.md
55,1.1.0,0.9.0,1.2.0,1778610824,1778610824,sha256:086a0c7f77c9cbd454b561c5defc0bcca5696900dba90cd55b888ab51cee7471,git@github.com:jeppsontaylor/Jankurai.git,fix/release-drop-x86-macos,2e6ef3d,true,full,[],88,95,2,0,2,pass,85,"[""repo-rot-bad-behavior""]",sha256:c7c9f94ced54a6dcadb576329c1ddeaab8b0c382afb1da3a996623aafb7efbc7,sha256:c7365264522f770f4270a8405136f9fa5110fad00c9644d36e26216ec86351d0,sha256:e8244026119bd51ffe3c0ba70e5319c5884f94ef2a4aca6a9d815fc39d3453af,agent/repo-score.json,agent/repo-score.md
56,1.1.0,0.9.0,1.2.0,1778611881,1778611881,sha256:086a0c7f77c9cbd454b561c5defc0bcca5696900dba90cd55b888ab51cee7471,git@github.com:jeppsontaylor/Jankurai.git,fix/release-drop-x86-macos,2e6ef3d,true,full,[],95,95,0,0,0,pass,85,[],sha256:454c33cd78182b8444c169561a26742197805c0eccba124126cfc0ddad6b4103,sha256:54114f679b2d7039dd306e9ed6f148c7eb6a7a0a0663371887e5eec7b8a86bd7,sha256:e8244026119bd51ffe3c0ba70e5319c5884f94ef2a4aca6a9d815fc39d3453af,agent/repo-score.json,agent/repo-score.md
57,1.1.0,0.9.0,1.3.0,1778628201,1778628201,sha256:7f2b29d6f48912d3675184c34057dda3606fa2bdf9497759d0bcdb6d764b47c8,git@github.com:neverhuman/jankurai.git,fix/dedup-warnings,3330a55,true,full,[],95,95,0,0,0,pass,85,[],sha256:0da1aba85f51faec11d3c946722daf90294601e2216a1fbe4a6a99ba217929f9,sha256:f5a6a8e77be1eee0f93ef26e6dd10eb7d41f745aa3c523d06c55919ccc51bd44,sha256:98c45a3be4deb016a53aa5ae20e7950f56e003744313211a4181eb28e80b54da,agent/repo-score.json,agent/repo-score.md
